run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
10,fec_simple_stratified,0.2,0.03125,0.96875,2.268096446990967,1.8977850854716962,2.3798998209967976,0.3703113615192706,8429.0,339.0,0.9613366788321168,3707,0.43979119705777675
