run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
12,fec_simple_stratified,0.5,1e-05,0.07180385288966729,0.9281961471103327,26.7169771194458,26.7169771194458,27.033849764149636,0.0,37172.0,3242.0,0.9197802741624189,0
