run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
9,fec_simple_stratified,0.2,0.23750000000000004,0.7625,0.06506466865539551,0.05545786680886522,0.07945088000269607,0.009606801846530288,215.0,19.0,0.9188034188034188,77,0.3581395348837209
