run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hits_default,fake_hit_ratio_default,fake_hits_loose,fake_hit_ratio_loose,fake_hits_strict,fake_hit_ratio_strict
4,fec_simple_stratified,0.2,0.2894736842105263,0.7105263157894737,0.03032064437866211,0.03032064437866211,0.03870555601315573,0.0,114.0,42.0,0.7307692307692307,0,0,0.0,0,0.0,0,0.0
