source,sampling_method,mode,sampling_fraction,sample_fraction,threshold,fake_hit_threshold,speedup,speedup_pvalue,delta_mae_vs_baseline,delta_accuracy_vs_baseline,final_test_mae_mean,final_test_mae_std,final_test_accuracy_mean,final_test_accuracy_std,total_time_sec_mean,total_time_sec_std,mae_pvalue
baseline,,baseline_simple,,1.0,,,1.0,,0.0,0.0,0.34878253568429884,0.023257008781041588,0.6512174643157012,0.023257008781041574,39.498844265937805,9.270486472805446,
FEC,farthest_point,fec_simple_farthest_point,0.1,0.1,0.0,0.0,1.5191832169185777,2.2216391204409545e-08,-0.011041141897565054,0.011041141897564999,0.3377413937867338,0.00542277204251477,0.6622586062132662,0.005422772042514762,26.000053071975707,6.57484862937608,0.018142404932285007
FEC,farthest_point,fec_simple_farthest_point,0.2,0.2,0.0,0.0,1.0333392636469507,0.31158611917731543,-0.012279596977329887,0.012279596977329832,0.33650293870696896,0.006872319734369223,0.663497061293031,0.006872319734369219,38.22446862856547,10.345317181359452,0.010036846548609039
FEC,farthest_point,fec_simple_farthest_point,0.3,0.3,0.0,0.0,0.9683084317656724,0.6720234626686816,-0.010999160369437377,0.010999160369437377,0.33778337531486147,0.005654897813764136,0.6622166246851385,0.0056548978137641375,40.79159384568532,12.470818148969457,0.018744835579918125
FEC,farthest_point,fec_simple_farthest_point,0.4,0.4,0.0,0.0,0.9260852325180988,0.8401421453860223,-0.012678421494542402,0.012678421494542347,0.33610411418975644,0.006002624534581058,0.6638958858102435,0.006002624534581079,42.65141358375549,14.121072952750199,0.007635909601917291
FEC,farthest_point,fec_simple_farthest_point,0.5,0.5,0.0,0.0,0.6442421592736987,0.999962956597855,-0.011041141897564999,0.011041141897564999,0.33774139378673385,0.005644915638613483,0.6622586062132662,0.005644915638613468,61.310554885864256,24.663817285496716,0.01832553112432601
FEC,kmeans,fec_simple_kmeans,0.1,0.1,0.0,0.0,1.1019303832811866,0.06053148894570853,-0.010873215785054513,0.010873215785054513,0.33790931989924433,0.004753191552597561,0.6620906801007557,0.004753191552597549,35.845135831832884,8.389981162381014,0.019285424186247926
FEC,kmeans,fec_simple_kmeans,0.2,0.2,0.0,0.0,1.176429521351706,0.003071933594514934,-0.010642317380352595,0.010642317380352595,0.33814021830394625,0.005560334142524553,0.6618597816960538,0.005560334142524568,33.57518963019053,6.2038567352855996,0.022498586382455384
FEC,kmeans,fec_simple_kmeans,0.3,0.3,0.0,0.0,1.025744495137175,0.31988001396454124,-0.013245172124265292,0.013245172124265236,0.33553736356003355,0.0060249343663087256,0.6644626364399664,0.006024934366308726,38.507488417625424,6.530680557963067,0.005542042368363001
FEC,kmeans,fec_simple_kmeans,0.4,0.4,0.0,0.0,1.0451785314402953,0.21562879744773072,-0.012405541561712863,0.012405541561712807,0.336376994122586,0.005333678387596837,0.663623005877414,0.005333678387596828,37.79148066838582,6.9634140047686115,0.008591161375266481
FEC,kmeans,fec_simple_kmeans,0.5,0.5,0.0,0.0,1.0192463617385146,0.3743066600037339,-0.011146095717884053,0.011146095717884053,0.3376364399664148,0.0047711872811850384,0.6623635600335852,0.004771187281185022,38.75299019813538,8.345055696191492,0.016694076456058284
FEC,kmedoids,fec_simple_kmedoids,0.1,0.1,0.0,0.0,1.2010374719386865,0.0015149912423657972,-0.011439966414777458,0.011439966414777403,0.3373425692695214,0.00424039411961608,0.6626574307304786,0.004240394119616062,32.88727053801219,6.7311742666753505,0.013965691879204288
FEC,kmedoids,fec_simple_kmedoids,0.2,0.2,0.0,0.0,1.2199078433256092,0.0008693688971131334,-0.013958858102434912,0.013958858102434801,0.33482367758186393,0.006219397263186982,0.665176322418136,0.006219397263186992,32.37854767640432,7.0314523499998725,0.0037093715004555693
FEC,kmedoids,fec_simple_kmedoids,0.3,0.3,0.0,0.0,1.0459416390039318,0.20707323912188152,-0.013329135180520535,0.01332913518052048,0.3354534005037783,0.004596402204571582,0.6645465994962216,0.004596402204571573,37.76390841801961,6.5476803764721865,0.004904048436087815
FEC,kmedoids,fec_simple_kmedoids,0.4,0.4,0.0,0.0,1.110696211010359,0.03166097260582747,-0.01259445843828716,0.012594458438287104,0.3361880772460117,0.005242818896977046,0.6638119227539883,0.005242818896977056,35.56223913828532,6.224240363831346,0.007692247457082078
FEC,kmedoids,fec_simple_kmedoids,0.5,0.5,0.0,0.0,1.0625950522807868,0.13580601216705188,-0.013140218303946238,0.013140218303946183,0.3356423173803526,0.006197787468295826,0.6643576826196473,0.006197787468295808,37.17205739021301,6.418738144780214,0.0059454310323613264
FEC,stratified,fec_simple_stratified,0.1,0.1,0.0,0.0,1.3651040713811962,1.0368451263304395e-05,-0.011544920235096512,0.011544920235096456,0.33723761544920233,0.005634133793804657,0.6627623845507976,0.005634133793804664,28.934676186243692,8.011328694701058,0.01399394271455206
FEC,stratified,fec_simple_stratified,0.2,0.2,0.0,0.0,1.2816072540419634,7.040821916444838e-05,-0.012153652392947023,0.012153652392946968,0.3366288832913518,0.004885078920897236,0.6633711167086481,0.004885078920897248,30.819772704442343,6.596911010052523,0.009682522621004564
FEC,stratified,fec_simple_stratified,0.3,0.3,0.0,0.0,1.2015699535195496,0.0007805973063043106,-0.011104114189756431,0.011104114189756431,0.3376784214945424,0.00569004598429386,0.6623215785054576,0.005690045984293888,32.87269638379415,5.139690664357785,0.017762167859492178
FEC,stratified,fec_simple_stratified,0.4,0.4,0.0,0.0,1.2784460895544776,7.314486374684612e-05,-0.012510495382031916,0.012510495382031861,0.33627204030226693,0.004934392449410499,0.663727959697733,0.004934392449410524,30.89597957134247,6.46220774886626,0.007947969951679774
FEC,stratified,fec_simple_stratified,0.5,0.5,0.0,0.0,1.1384143645483316,0.01824394577417917,-0.011125104953820242,0.011125104953820242,0.3376574307304786,0.006132177879600405,0.6623425692695214,0.006132177879600406,34.69636847178141,7.729633265215802,0.017946529252595548
