run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
1,fec_simple_farthest_point,0.3,0.09375,0.90625,1.8371613025665283,1.8371613025665283,1.9491347889997996,0.0,8104.0,920.0,0.8980496453900709,0,0.0
