run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
18,fec_simple_farthest_point,0.1,0.03749999999999998,0.9625,6.49832010269165,5.20469019736629,6.582009729987476,1.2936299053253606,15492.0,129.0,0.9917418859227962,9212,0.5946294861864188
