run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
22,fec_simple_kmeans,0.1,0.0,0.07912087912087917,0.9208791208791208,23.266846418380737,23.266846418380737,24.65007303400489,0.0,39276.0,548.0,0.9862394535958217,0
