mode,sample_fraction,gen,invalid_mean,avg_mean,std_mean,min_mean,max_mean,fitness_test_mean,best_ind_length_mean,avg_length_mean,best_ind_nodes_mean,avg_nodes_mean,best_ind_depth_mean,avg_depth_mean,avg_used_codons_mean,best_ind_used_codons_mean,selection_time_mean,generation_time_mean,invalid_std,avg_std,std_std,min_std,max_std,fitness_test_std,best_ind_length_std,avg_length_std,best_ind_nodes_std,avg_nodes_std,best_ind_depth_std,avg_depth_std,avg_used_codons_std,best_ind_used_codons_std,selection_time_std,generation_time_std
farthest_point,0.1,0,0.0,0.49960251248644477,0.01056117849806986,0.46627604166666664,0.5326822916666667,,25.7,22.655362896229565,5.5,4.884898298298298,6.166666666666667,5.7539252585919245,15.236912879546214,17.333333333333332,0.0,0.2228660662968953,0.0,0.00043050762932549065,0.00098525628467657,0.004687861675861791,0.003880557870162563,,14.771932845772078,0.24480431487890397,3.0523215208537033,0.055961938784198584,1.1855612829185824,0.026395677142935985,0.16287807963201362,9.77866157621902,0.0,0.03254896798183083
farthest_point,0.1,1,369.3333333333333,0.4929018531832681,0.010749366033249753,0.4644270833333333,0.5279947916666666,0.4644270833333333,27.8,19.86122139195138,5.666666666666667,3.0277190279298263,6.266666666666667,4.8400308732646975,8.899438226060527,17.9,0.00391758282979324,0.16856327056884762,17.71314640473441,0.0011670401914029161,0.0009330777806062879,0.00429679608513393,0.0032531243329063297,0.00429679608513393,13.501604842881951,1.4242527348599605,2.8323527714997336,0.23771917510077079,1.0934146311237816,0.16968535693561146,0.7772415383723651,9.256889326334196,0.0005337695665236539,0.023979746086101948
farthest_point,0.1,2,219.83333333333334,0.48857322059446856,0.01151595389015516,0.463515625,0.528125,0.463515625,29.533333333333335,17.564556977006102,6.133333333333334,1.956828940304823,6.533333333333333,4.039683830985137,5.3104798170414504,19.466666666666665,0.004085803031921343,0.13511780897776282,26.617141511105622,0.0017264201310799926,0.0011014829338740055,0.004231991180160745,0.003890593624371479,0.004231991180160745,13.465346469941112,1.8682004354676127,3.095516470998373,0.22169089309709952,1.4079141387961915,0.23360168096687806,0.7625547884267432,9.915420089716601,0.0005617039627403177,0.022629258877765464
farthest_point,0.1,3,138.1,0.4853747328224282,0.012082958795940024,0.462109375,0.527734375,0.462109375,28.666666666666668,16.693826392495666,5.533333333333333,1.536593906478482,6.333333333333333,3.6671313343287997,3.9007527328020273,17.633333333333333,0.00431098937988276,0.11335576375325516,28.351778309893245,0.0025162354337284745,0.0014685362745394585,0.004273135177453624,0.004381273404003088,0.004273135177453624,12.993160594028776,2.092135106443581,2.8015868519267593,0.20742246930618688,1.3498971154211057,0.25963022157086657,0.730332576516353,9.603760837412716,0.0007580720853852651,0.020583375563954155
farthest_point,0.1,4,112.9,0.4832940766413437,0.012371740016632942,0.46140624999999996,0.5279427083333333,0.46140624999999996,29.6,16.714019810214918,5.7,1.3943267606343706,6.4,3.5385944915368697,3.425874304584801,18.133333333333333,0.004339790344238233,0.10501785278320308,35.431012780707626,0.0031485590090282838,0.0020438553289508525,0.00441296769240004,0.004558481987406977,0.00441296769240004,12.470231219454861,2.4848109377214045,2.709858544893687,0.2259792230638127,1.3808210118138653,0.308457076553934,0.810786976821849,9.401181958787003,0.000870634516519825,0.022327587990110094
farthest_point,0.1,5,104.0,0.48268140808640747,0.012742202691463641,0.460859375,0.5282552083333333,0.460859375,28.966666666666665,17.088578118394874,5.366666666666666,1.4015742207166653,6.333333333333333,3.5828800748600798,3.475207791188324,16.866666666666667,0.004394300778706816,0.10605621337890621,36.59143797848526,0.0037925636947002336,0.0023845505358179604,0.0046803330627344245,0.004828956463824637,0.0046803330627344245,12.92409463839623,2.903722677359851,2.845854685132199,0.3020817785152957,1.4220486005134363,0.40485149401896564,1.0733343517471279,9.735616170650022,0.000854284194492056,0.022384800779246348
farthest_point,0.1,6,104.56666666666666,0.4828643722100434,0.013304581245608573,0.46067708333333335,0.5283854166666667,0.46067708333333335,29.666666666666668,17.890412864368383,5.7,1.4759544429256701,6.4,3.7080158659163778,3.7505930814286654,17.733333333333334,0.004368209838867134,0.10853109359741206,37.378856174164675,0.004222180833332699,0.003114057694114111,0.00472783571579592,0.005048323343090152,0.00472783571579592,12.533510637043753,3.235743105339758,2.9228981051917176,0.36944337420362744,1.4047538337136984,0.4937436560855234,1.2770449358649416,9.732876701617508,0.0007986240434087553,0.02532671235970593
farthest_point,0.1,7,115.6,0.48299481684965545,0.013899487743985991,0.459765625,0.5282812499999999,0.459765625,29.766666666666666,18.937725058367985,5.433333333333334,1.6037492959790889,6.6,3.8762831181429087,4.188707096476013,16.933333333333334,0.004380194346109969,0.11248041788736975,43.10344147126383,0.0042056840131096,0.0032585429269553737,0.004625237536129892,0.0036331625055406867,0.004625237536129892,14.691683210427442,3.737758786661833,2.848196310337864,0.46086909652741154,1.451436070471816,0.5683033370614707,1.5286622082884285,9.226531790921706,0.0007401580809593911,0.026825168342983843
farthest_point,0.1,8,123.33333333333333,0.4830155330351173,0.01445921474968031,0.45914062499999997,0.529453125,0.45914062499999997,32.1,19.890611704068988,5.566666666666666,1.7248971117867165,6.766666666666667,4.048373460593296,4.604788121381887,17.366666666666667,0.004310369491577096,0.11643773714701332,46.48321082809243,0.004261030108781041,0.0034494062010998997,0.0047826710170459745,0.005446943129235396,0.0047826710170459745,13.675647455727036,4.262467038083214,2.7529781853274624,0.5556985193824642,1.4067298564006128,0.6261807426922017,1.7738130832416592,8.904992357598566,0.0007051657616404833,0.02885785739373283
farthest_point,0.1,9,121.83333333333333,0.4828018931871912,0.014718170474449399,0.4588802083333333,0.531171875,0.4588802083333333,32.3,20.89937418215742,5.6,1.8668266589778113,6.9,4.228484742429301,5.088071224554492,17.5,0.004309304555257109,0.12025413513183589,45.8563578531435,0.004353849280269214,0.00350001355530581,0.004508217925394377,0.006328767971450543,0.004508217925394377,13.660527076214885,4.857284699842158,2.727636339397171,0.6487287741770523,1.598957994028194,0.6971338328655136,2.051560046631424,8.868483523128406,0.000699202661542323,0.030806396017724395
