mode,sample_fraction,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_wall_time_sec_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_wall_time_sec_std
baseline_simple,1.0,0.3604534005037783,0.6395465994962216,0.06980996131896969,0.08046181389945554,0.02921154248391881,0.02921154248391881,0.01953862785851833,0.020364237609874884
